Time,Date,DateTime,Location,Latitude,Longitude,Train
21:07,"February 11, 2022",2/11/2022 21:07:00,"Antioch-Pittsburg, CA",-121.8160372,38.01770501,719 San Joaquins
21:28,"February 11, 2022",2/11/2022 21:28:00,"Martinez, CA",-122.1387972,38.01892598,719 San Joaquins
22:18,"February 11, 2022",2/11/2022 22:18:00,"Emeryville, CA",-122.2916282,37.84047896,719 San Joaquins
21:47,"February 14, 2022",2/14/2022 21:47:00,"Emeryville, CA",-122.2916282,37.84047896,14 Coast Starlight
22:26,"February 14, 2022",2/14/2022 22:26:00,"Martinez, CA",-122.1387972,38.01892598,14 Coast Starlight
23:11,"February 14, 2022",2/14/2022 23:11:00,"Davis, CA",-121.7377202,38.54356706,14 Coast Starlight
23:49,"February 14, 2022",2/14/2022 23:49:00,"Sacramento, CA",-121.5007172,38.58400908,14 Coast Starlight
1:37,"February 15, 2022",2/15/2022 1:37:00,"Chico, CA",-121.8458744,39.72326414,14 Coast Starlight
3:05,"February 15, 2022",2/15/2022 3:05:00,"Redding, CA",-122.3927816,40.58352617,14 Coast Starlight
4:58,"February 15, 2022",2/15/2022 4:58:00,"Dunsmuir, CA",-122.2706007,41.21113222,14 Coast Starlight
7:33,"February 15, 2022",2/15/2022 7:33:00,"Klamath Falls, OR",-121.7719657,42.22551434,14 Coast Starlight
8:59,"February 15, 2022",2/15/2022 8:59:00,"Chemult, OR",-121.7816079,43.21678941,14 Coast Starlight
12:29,"February 15, 2022",2/15/2022 12:29:00,"Eugene, OR",-123.0696423,44.04279234,14 Coast Starlight
13:19,"February 15, 2022",2/15/2022 13:19:00,"Albany, OR",-123.1027884,44.63046937,14 Coast Starlight
14:01,"February 15, 2022",2/15/2022 14:01:00,"Salem, OR",-123.0356004,44.94110839,14 Coast Starlight
15:40,"February 15, 2022",2/15/2022 15:40:00,"Portland, OR",-122.6782215,45.53051247,14 Coast Starlight
16:13,"February 15, 2022",2/15/2022 16:13:00,"Vancouver, WA",-122.6865585,45.62890647,14 Coast Starlight
16:48,"February 15, 2022",2/15/2022 16:48:00,"Kelso-Longview, WA",-122.9130307,46.14226948,14 Coast Starlight
17:33,"February 15, 2022",2/15/2022 17:33:00,"Centralia, WA",-122.9530768,46.7174755,14 Coast Starlight
17:59,"February 15, 2022",2/15/2022 17:59:00,"Olympia-Lacey, WA",-122.7940738,46.99127853,14 Coast Starlight
18:38,"February 15, 2022",2/15/2022 18:38:00,"Tacoma, WA",-122.4205188,47.24189459,14 Coast Starlight
19:51,"February 15, 2022",2/15/2022 19:51:00,"Seattle, WA",-122.3301759,47.59845062,14 Coast Starlight
